,complex-name,gb-complex-etot,gb-complex-1-4-eel,gb-complex-eelec,gb-complex-egb,gb-complex-esurf,gb-protein-etot,gb-protein-1-4-eel,gb-protein-eelect,gb-protein-egb,gb-protein-esurf,gb-ligand-etot,gb-ligand-1-4-eel,gb-ligand-eelec,gb-ligand-egb,gb-ligand-esurf,pb-complex-etot,pb-complex-vdwaals,pb-complex-eelect,pb-complex-epb,pb-complex-ecavity,pb-protein-etot,pb-protein-vdwaals,pb-protein-eelec,pb-protein-epb,pb-protein-ecavity,pb-ligand-etot,pb-ligand-vdwaals,pb-ligand-eelec,pb-ligand-epb,pb-ligand-ecavity,ddg,enthalpy-gb,entropy
263,1gaf,-14729.9473,20220.9842,-31274.0654,-3775.6475,98.7814,-14487.8871,20408.6657,-31156.1279,-3839.818,99.3932,-248.833,-187.6815,40.0926,-103.8438,2.5996,-34723.1228,217.5438,-31274.0654,-3765.3826,98.7814,-34633.9523,259.0706,-31156.1279,-3836.2881,99.3932,-61.9654,-2.5237,40.0926,-102.1339,2.5996,-11.05240845,-32.2302999999993,-21.1778915499993
264,1gai,-15810.6407,21280.1418,-28822.0483,-8347.0053,78.271,-15854.3651,20794.5499,-27944.175,-8783.2527,78.5127,35.7648,485.592,-335.943,-118.104,4.2198,-39494.971,-2429.1518,-28822.0483,-8322.0419,78.271,-38974.4754,-2350.1365,-27944.175,-8758.6766,78.5127,-483.264,-16.2863,-335.943,-135.2545,4.2198,-11.05240845,-54.769400000001,-43.716991550001
265,1gar,-15379.7841,15855.7472,-26544.3527,-4779.6242,88.4457,-14743.1026,16648.3258,-26668.3371,-4812.6135,89.5221,-676.7621,-792.5787,220.3295,-109.942,5.4291,431825.061,463015.9766,-26544.3527,-4735.0086,88.4457,431741.3123,463095.1779,-26668.3371,-4775.0507,89.5221,110.0281,-9.051,220.3295,-106.6794,5.4291,-13.81551056,-30.0696999999927,-16.2541894399927
267,1gfy,-12265.2428,12813.676,-21129.8141,-4014.4908,65.386,-12344.0671,12772.9181,-21094.5633,-4088.3065,65.8846,8.6289,40.758,-6.4701,-27.8937,2.2347,-27952.8656,-2965.499,-21129.8141,-3922.9385,65.386,-27965.7943,-2933.1997,-21094.5633,-4003.916,65.8846,-30.9024,0.1601,-6.4701,-26.8272,2.2347,-7.018279363,37.7360000000008,44.7542793630008
268,1ghv,-10213.325,9149.1938,-15911.9243,-3511.0884,60.4938,-10121.2885,9247.4648,-15886.9757,-3542.5048,60.7271,-107.321,-98.2711,11.7609,-23.2286,2.4177,-18406.1022,915.4234,-15911.9243,-3470.0952,60.4938,-18385.4842,945.8673,-15886.9757,-3505.103,60.7271,-10.0672,-0.8899,11.7609,-23.3559,2.4177,-6.009747093,-14.2695000000003,-8.25975290700034
269,1ghw,-10289.0598,9037.4544,-15835.0273,-3551.8538,60.3668,-10144.9218,9216.6275,-15922.8834,-3499.3062,60.6404,-156.3305,-179.1731,185.5043,-165.1098,2.448,-18389.5457,890.9314,-15835.0273,-3505.8167,60.3668,-18395.012,921.848,-15922.8834,-3454.6169,60.6404,23.3904,-0.1355,185.5043,-164.4264,2.448,-5.802514434,-18.588600000001,-12.786085566001
270,1ghy,-10325.7499,9011.2765,-15880.6564,-3516.774,60.404,-10152.9126,9231.989,-15914.1726,-3531.6185,60.8894,-197.7383,-220.7125,111.3558,-90.8157,2.4341,-18321.0213,969.1504,-15880.6564,-3469.9194,60.404,-18333.5273,1003.7085,-15914.1726,-3483.9527,60.8894,21.6413,-2.0551,111.3558,-90.0935,2.4341,-11.19056355,-7.60200000000077,3.58856354999923
271,1ghz,-6793.3202,10933.259,-15354.6721,-2418.081,46.1739,-6589.928,11188.7938,-15685.2976,-2139.8228,46.3986,-219.3402,-255.5348,200.7056,-166.9219,2.4108,-14828.3407,2900.1187,-15354.6721,-2419.9611,46.1739,-14849.2875,2934.4411,-15685.2976,-2144.8297,46.3986,36.3232,-1.3002,200.7056,-165.493,2.4108,-6.631445068,-17.0742,-10.442754932
272,1gi1,-6447.8597,11157.8979,-15533.611,-2118.7461,46.5995,-6300.5469,11336.9096,-15690.8347,-1993.4908,46.8691,-155.6519,-179.0117,185.3007,-164.3867,2.4458,-14687.5041,2931.2355,-15533.611,-2131.7282,46.5995,-14686.7183,2965.5854,-15690.8347,-2008.338,46.8691,23.085,-0.5655,185.3007,-164.0959,2.4458,-7.557084275,-25.4452999999999,-17.8882157249999
273,1gi4,-6396.0557,11181.9849,-15600.7614,-2023.5027,46.2235,-6283.8452,11340.5963,-15670.387,-2000.3892,46.3347,-125.4718,-158.6114,99.7025,-68.9871,2.4242,-14652.0658,2941.3478,-15600.7614,-2038.8757,46.2235,-14663.1022,2976.2035,-15670.387,-2015.2534,46.3347,31.5891,-0.5951,99.7025,-69.9425,2.4242,-9.933352091,-20.9993000000004,-11.0659479090004
274,1gi7,-8285.5261,9263.2486,-15208.0176,-2392.0518,51.2947,-8079.3969,9519.1973,-15429.6388,-2220.5372,51.5818,-218.7093,-255.9486,202.6006,-167.7565,2.3953,35061.7266,52608.6531,-15208.0176,-2390.2035,51.2947,35041.9505,52644.1139,-15429.6388,-2224.1065,51.5818,37.4782,-0.9464,202.6006,-166.5712,2.3953,-6.230795262,-21.9342999999863,-15.7035047379863
275,1gj6,-6424.0552,11220.6119,-15637.0645,-2054.1419,46.5394,-6311.6056,11353.5797,-15666.8341,-2045.34,46.9888,-122.7788,-132.9679,64.6102,-57.5332,3.1121,-14712.4739,2943.6015,-15637.0645,-2065.5503,46.5394,-14686.3186,2991.4715,-15666.8341,-2057.9448,46.9888,9.5215,0.1708,64.6102,-58.3716,3.1121,-9.670857391,-37.7115999999996,-28.0407426089996
279,1gjc,-8203.2563,9561.5255,-15550.1551,-2266.0343,51.4076,-8110.5575,9703.0661,-15606.7894,-2258.5807,51.7465,-123.295,-141.5406,81.6987,-66.4982,3.0451,-15723.808,2038.2421,-15550.1551,-2263.3027,51.4076,-15731.8293,2078.8851,-15606.7894,-2255.6714,51.7465,16.5805,-0.5002,81.6987,-67.6631,3.0451,-8.772849204,-9.54660000000058,-0.773750796000581
281,1gnm,-7312.5115,8747.7974,-14114.1954,-1993.9653,47.8518,-7137.1525,8802.72,-13886.9127,-2102.4711,49.5113,-286.9263,-54.9225,-125.6505,-111.3933,5.0401,-17815.8218,-1792.5646,-14114.1954,-1956.9136,47.8518,-17621.1943,-1708.0304,-13886.9127,-2075.7625,49.5113,-246.4515,-14.4283,-125.6505,-111.4127,5.0401,-8.634694099,41.4614000000001,50.0960940990001
282,1gnn,-7343.1571,8577.4928,-13973.9985,-1994.4843,47.8329,-7163.6324,8623.6133,-13817.953,-2018.8489,49.5563,-290.1845,-46.1205,-137.6112,-111.4384,4.9856,-17695.918,-1801.5031,-13973.9985,-1968.2492,47.8329,-17476.3441,-1713.7385,-13817.953,-1994.2089,49.5563,-259.1251,-14.4948,-137.6112,-112.0048,4.9856,-7.847209997,37.3899999999994,45.2372099969994
283,1gno,-7222.9799,8605.4053,-13935.7317,-1940.8225,48.1689,-7049.3159,8645.9058,-13791.2593,-1953.8392,49.8768,-290.7384,-40.5005,-144.8385,-110.3218,4.9223,-17610.3993,-1800.8952,-13935.7317,-1921.9413,48.1689,-17392.6849,-1714.4084,-13791.2593,-1936.8941,49.8768,-266.7553,-16.0814,-144.8385,-110.7578,4.9223,-10.63794313,46.668999999998,57.306943129998
284,1gpk,-19870.2284,22106.1247,-36568.7916,-5504.6321,97.0705,-19767.4875,22307.6703,-36382.2307,-5790.9187,97.9916,-162.2425,-201.5456,102.6931,-65.7569,2.367,-45091.4658,-3189.945,-36568.7916,-5429.7998,97.0705,-45123.1045,-3138.8195,-36382.2307,-5700.0459,97.9916,35.8323,-4.7172,102.6931,-64.5105,2.367,-7.41892917,13.0933000000005,20.5122291700005
285,1gpn,-19770.5208,22173.059,-36639.7136,-5401.025,97.1588,-19721.4368,22326.9336,-36462.9178,-5683.5603,98.1078,-106.6014,-153.8746,105.7361,-60.8352,2.3724,-45054.6189,-3186.2293,-36639.7136,-5325.8348,97.1588,-45084.9449,-3130.9647,-36462.9178,-5589.1701,98.1078,41.6811,-6.5651,105.7361,-59.8623,2.3724,-8.952450842,8.81790000000183,17.7703508420018
286,1grp,-30093.4439,39698.7985,-59267.2398,-10680.9048,155.9022,-29901.2149,39429.5591,-59532.0904,-9954.8213,156.1376,-221.9252,269.2394,-47.7364,-445.1305,1.7023,-77732.7921,-8101.6011,-59267.2398,-10519.8534,155.9022,-77267.2502,-8087.5957,-59532.0904,-9803.7017,156.1376,-486.0117,-1.7945,-47.7364,-438.1831,1.7023,-5.139369928,17.4853000000003,22.6246699280003
288,1gvw,-8620.8722,16808.449,-21294.4468,-4200.6224,65.748,-8380.9473,16941.3342,-20757.3135,-4632.5117,67.5437,-329.8775,-132.8853,-94.4175,-107.8814,5.3067,-27478.7254,-2161.8005,-21294.4468,-4088.2261,65.748,-27368.8552,-2065.4405,-20757.3135,-4613.6449,67.5437,-214.3155,-16.166,-94.4175,-109.0387,5.3067,-9.615595348,9.75860000000102,19.374195348001
289,1gvx,-8433.9067,17532.9955,-21186.1776,-4846.947,66.2224,-8403.5436,16964.4694,-20791.7802,-4644.0154,67.7826,-131.8768,568.5261,-533.0609,-173.652,6.31,-28042.1145,-2200.9902,-21186.1776,-4721.1691,66.2224,-27424.3697,-2072.0809,-20791.7802,-4628.2913,67.7826,-728.6223,-28.0063,-533.0609,-173.8651,6.31,-9.974798623,0.610700000001089,10.5854986230011
290,1gwv,-10551.9728,14147.4867,-21520.8676,-3243.3889,64.797,-10588.4789,13895.5801,-21304.5887,-3244.7483,65.278,19.0322,251.9066,-173.2571,-62.209,2.5917,-27654.6319,-2994.6805,-21520.8676,-3203.8808,64.797,-27403.3399,-2959.6093,-21304.5887,-3204.4199,65.278,-248.1551,-4.6626,-173.2571,-72.8271,2.5917,-3.550586213,-12.9346999999998,-9.38411378699979
291,1gx8,-11531.4835,16897.7891,-22178.6191,-6324.5655,73.912,-11518.7845,16924.7389,-22176.0965,-6342.1206,74.6937,-26.4287,-26.9498,5.969,-8.6551,3.2071,-28101.7798,253.116,-22178.6191,-6250.1888,73.912,-28075.2487,295.7535,-22176.0965,-6269.5993,74.6937,-2.8089,-1.3439,5.969,-10.6411,3.2071,-8.800480225,-27.563900000001,-18.763419775001
292,1gyx,-5560.3557,7919.3271,-11168.0396,-2352.5865,40.9433,-5505.3627,7884.466,-11137.8862,-2293.1709,41.2285,-61.8291,34.8611,-17.4356,-80.7247,1.4701,-14873.5689,-1420.6338,-11168.0396,-2325.8388,40.9433,-14759.6224,-1400.5388,-11137.8862,-2262.4259,41.2285,-94.6593,0.0947,-17.4356,-78.7885,1.4701,-3.426246618,-13.3535999999995,-9.92735338199946
293,1gyy,-5517.4975,7921.4508,-11141.1842,-2338.8574,41.0933,-5477.8702,7875.9403,-11125.441,-2269.7579,41.3884,-43.0,45.5105,-8.567,-81.7429,1.7993,-14835.624,-1423.3182,-11141.1842,-2312.2149,41.0933,-14725.3056,-1400.7822,-11125.441,-2240.4708,41.3884,-88.5614,-0.6075,-8.567,-81.1862,1.7993,-5.028845843,-18.5557999999992,-13.5269541569992
295,1h0a,-8230.662,5188.5585,-11104.9582,-2362.9248,48.6626,-7584.6446,5525.2472,-10616.061,-2543.0274,49.1966,-641.4169,-336.6887,-156.0479,-151.2802,2.5999,-14904.4739,-1515.4326,-11104.9582,-2332.7456,48.6626,-14575.0483,-1497.1501,-10616.061,-2511.0338,49.1966,-303.9519,-2.2046,-156.0479,-148.2994,2.5999,-7.515637744,-20.6784000000007,-13.1627622560007
297,1h1s,-20919.425,24352.561,-39304.2701,-6081.8191,114.1032,-20483.3797,24922.1587,-39412.4015,-6108.5773,115.4405,-449.7991,-569.5977,153.6371,-37.1845,3.346,-50823.4473,-5636.5272,-39304.2701,-5996.7532,114.1032,-50899.3627,-5579.6674,-39412.4015,-6022.7343,115.4405,116.8354,-3.7824,153.6371,-36.3653,3.346,-11.35634968,-39.3235999999961,-27.9672503199961
298,1h22,-19762.3779,22119.9126,-36682.7317,-5296.2232,96.6644,-19623.2653,22377.9171,-36363.4395,-5736.0099,98.2669,-191.3501,-258.0045,214.1563,-151.6374,4.1354,491592.3078,533401.9338,-36682.7317,-5223.5586,96.6644,491575.4923,533492.5722,-36363.4395,-5651.9073,98.2669,55.7046,-13.7897,214.1563,-148.7974,4.1354,-12.57211461,-24.6112000001012,-12.0390853901012
299,1h23,-19688.6945,22212.0751,-36519.6812,-5477.1461,96.0578,-19656.998,22285.5773,-36460.0982,-5580.1096,97.6325,-98.9304,-73.5023,-5.78,-23.9884,4.3402,-45004.1532,-3200.3392,-36519.6812,-5380.1905,96.0578,-44959.9543,-3106.6645,-36460.0982,-5490.8241,97.6325,-41.1816,-14.4095,-5.78,-25.3323,4.3402,-11.53595132,-12.0313000000024,-0.495348680002374
300,1h2k,-30100.863,29586.4171,-47762.3872,-12076.016,151.1232,-30210.5699,29235.1637,-48120.3348,-11476.8126,151.4137,-2.43,351.2534,-131.4672,-223.7239,1.5078,-66652.9252,-7074.2437,-47762.3872,-11967.4174,151.1232,-66425.2063,-7053.5411,-48120.3348,-11402.7441,151.4137,-348.9495,-0.5765,-131.4672,-218.4136,1.5078,-4.034129083,92.0107999999964,96.0449290829964
301,1h2t,-34870.9874,32365.9678,-58065.2743,-9348.9773,177.2964,-33666.9635,34496.7462,-58998.7998,-9342.5418,177.6319,-1253.2535,-2130.7784,1004.102,-131.3449,4.7678,-76044.9572,-8857.3556,-58065.2743,-9299.6236,177.2964,-76882.9556,-8766.9368,-58998.7998,-9294.8509,177.6319,858.5269,-15.3472,1004.102,-134.9957,4.7678,-10.90043783,-25.8420000000042,-14.9415621700042
302,1h46,-14783.6156,20419.0079,-30760.0651,-4523.173,80.6145,-14858.2325,20381.9008,-30306.028,-5015.8797,81.7744,-11.2673,37.1071,18.4707,-69.5373,2.6922,-39155.6501,-3979.1912,-30760.0651,-4497.0084,80.6145,-39136.9494,-3935.2086,-30306.028,-4977.4873,81.7744,-51.7062,-1.0639,18.4707,-71.8053,2.6922,-4.932137269,42.9655000000021,47.8976372690021
303,1h4w,-7730.5719,9890.7827,-15169.7777,-2500.3531,48.7761,-7660.9505,9963.3399,-15153.9395,-2519.57,49.219,-71.4314,-72.5572,56.4658,-56.9271,1.587,-15591.891,2009.5735,-15169.7777,-2480.4629,48.7761,-15570.5695,2035.1593,-15153.9395,-2501.0083,49.219,1.2219,-0.3379,56.4658,-56.493,1.587,-6.43802792,-23.4379000000008,-16.9998720800008
304,1h5v,-11216.7284,14901.2898,-16097.8667,-10076.2894,56.1378,-11355.8474,14373.8896,-15637.0476,-10148.9057,56.2163,60.6473,527.4002,-366.1607,-106.1985,5.6063,-29189.7068,-3152.0418,-16097.8667,-9995.9361,56.1378,-28742.7986,-3079.1978,-15637.0476,-10082.7695,56.2163,-504.2134,-17.1149,-366.1607,-126.544,5.6063,-5.429495649,22.7426000000014,28.1720956490014
305,1h6h,-6088.3549,5915.6496,-9771.3268,-2280.9665,48.2888,-5742.5153,5989.6343,-9482.0511,-2297.7167,47.6182,-382.4825,-73.9848,-228.5118,-84.0232,4.0372,-13244.7748,-1267.528,-9771.3268,-2254.2089,48.2888,-12936.9451,-1231.261,-9482.0511,-2271.2512,47.6182,-319.1994,-6.3194,-228.5118,-88.4054,4.0372,-7.322220596,6.69529999999941,14.0175205959994
306,1hbv,-6927.9662,9088.0728,-14098.7404,-1964.54,47.2414,-7042.9356,8669.4533,-13819.2803,-1942.303,49.1944,-12.1441,418.6194,-254.9037,-180.5506,4.6908,-17759.8463,-1759.5215,-14098.7404,-1948.8258,47.2414,-17404.8059,-1713.3296,-13819.2803,-1921.3904,49.1944,-439.9204,-12.6364,-254.9037,-177.0711,4.6908,-8.800480225,93.5580000000009,102.358480225001
307,1hdq,-10816.9543,13795.8108,-21832.9027,-2839.6253,59.763,-10794.1938,13617.5046,-21591.7857,-2880.4804,60.5677,-76.4333,178.3061,-158.4638,-98.4028,2.1272,-26904.4779,-2362.445,-21832.9027,-2768.8932,59.763,-26696.4509,-2334.7455,-21591.7857,-2830.4874,60.5677,-256.6929,-3.6562,-158.4638,-96.7001,2.1272,-8.040627145,29.6294999999991,37.6701271449991
308,1hee,-10703.1472,13589.6327,-21869.8711,-2482.1883,59.2795,-10733.8097,13413.0304,-21639.2293,-2567.6261,60.0153,-75.6217,176.6023,-147.9379,-106.4488,2.1627,-26589.7944,-2347.9848,-21869.8711,-2431.218,59.2795,-26427.0874,-2314.7161,-21639.2293,-2533.1573,60.0153,-253.1819,-3.2113,-147.9379,-104.1954,2.1627,-7.377482638,76.2268000000004,83.6042826380004
309,1hfs,-11101.1896,14623.1589,-17523.6426,-8277.2055,76.4996,-11124.5895,14598.6564,-17918.0304,-7883.9606,78.7452,-170.607,24.5025,-83.7628,-117.1714,5.8246,-28642.8481,-3061.7482,-17523.6426,-8133.957,76.4996,-28560.2025,-2946.4703,-17918.0304,-7774.447,78.7452,-207.0587,-13.0145,-83.7628,-116.106,5.8246,-12.01949419,91.7434999999987,103.762994189999
310,1hi3,-6671.5667,3438.674,-8516.4148,-1631.7056,37.8797,-6101.832,3851.7919,-8156.959,-1834.8596,38.1947,-603.3476,-413.118,-68.9246,-124.1346,2.8295,-8140.8923,1968.9736,-8516.4148,-1631.3308,37.8797,-7956.5082,1998.0209,-8156.959,-1835.7647,38.1947,-196.4644,-7.1649,-68.9246,-123.2044,2.8295,-5.788698924,11.7305000000006,17.5191989240006
311,1hi4,-6707.7452,3511.361,-8473.0727,-1782.9178,36.8843,-6113.4533,3941.8842,-8058.5904,-2034.1983,37.4511,-604.3167,-430.5232,-51.3646,-125.3562,2.9272,-8169.7971,2046.5321,-8473.0727,-1780.1408,36.8843,-7961.8763,2085.576,-8058.5904,-2026.3131,37.4511,-178.8122,-6.4481,-51.3646,-123.9267,2.9272,-6.203164241,-22.5710000000008,-16.3678357590008
312,1hi5,-6873.764,2766.8874,-7848.998,-1829.6776,38.0243,-6145.116,3896.8029,-8228.1775,-1851.7765,38.0351,-777.1759,-1129.9156,431.3604,-81.5061,2.8854,-7597.7103,2046.3878,-7848.998,-1833.1244,38.0243,-7951.7094,2083.2144,-8228.1775,-1844.7815,38.0351,343.6148,-6.6948,431.3604,-83.9362,2.8854,-5.581466265,18.3960999999999,23.9775662649999
313,1hih,-7071.261,8900.1036,-14124.3493,-1894.7476,47.7322,-7098.9925,8673.0046,-13866.9597,-1955.0506,50.0132,-54.8764,227.099,-207.2295,-79.1693,4.4235,-17798.9679,-1847.5429,-14124.3493,-1874.808,47.7322,-17490.5455,-1743.5379,-13866.9597,-1930.0611,50.0132,-302.8978,-21.2939,-207.2295,-78.7978,4.4235,-11.121486,-0.10320000000138,11.0182859999986
314,1hii,-7379.2506,9267.3773,-14645.0019,-2050.7143,49.0882,-7384.7673,9042.7679,-14255.3308,-2223.3908,51.1865,-56.2285,224.6094,-204.1446,-81.0647,4.3713,-18397.7253,-1783.6013,-14645.0019,-2018.2104,49.0882,-18072.1868,-1677.6366,-14255.3308,-2190.4058,51.1865,-302.2682,-21.8511,-204.1446,-80.6438,4.3713,-10.05769169,-22.3683999999994,-12.3107083099994
315,1hk4,-22991.1801,28438.6408,-43408.4396,-8168.2163,146.8351,-23012.9031,28195.2185,-43150.3751,-8205.9607,148.2143,-19.5951,243.4223,-209.8103,-56.19,2.983,-43473.9504,7812.2092,-43408.4396,-8024.555,146.8351,-43196.7228,7873.7481,-43150.3751,-8068.3101,148.2143,-267.2814,-6.4745,-209.8103,-53.9795,2.983,-7.336036106,-13.7463000000007,-6.4102638940007
316,1hlk,-7531.409,11299.356,-15593.5121,-3286.0716,48.8188,-7481.8211,11403.0869,-15837.8039,-3096.5456,49.4415,-153.5511,-103.731,47.5201,-99.8778,2.5376,-20865.97,-2115.7007,-15593.5121,-3205.5759,48.8188,-20906.1769,-2079.0225,-15837.8039,-3038.792,49.4415,-53.2921,-3.3854,47.5201,-99.9643,2.5376,-6.907755279,70.6704000000009,77.5781552790009
